File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_001_семен.json,79BF62124242A01529ADABAF0F32F56F,"""Ночь оставила после себя тревогу, я проснулся разбитым физически, истощённым морально.""(важное)","""我这一晚没有休息好，起床的时候全身心的感到疲倦。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_002_семен.json,6E5C00E7496E755DC870239CB3E67F6E,"""Со мной такое постоянно: во сне видишь невозможно яркие сцены, как будто попал в голливудский блокбастер с лихо закрученным сюжетом, высококлассными актёрами и многомиллионными спецэффектами, а наутро не помнишь оттуда и кадра.""(важное)","""这种事情总是在发生：梦里边发生了好多神奇的事情，好像进入了一个好莱坞动作大片之中，明星云集，特效烧钱，然后你早上醒来一点不记得。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_003_семен.json,B8C01FE24A040909775FA6AC3E165692,"""Вот и сейчас я пытался восстановить картины, которые показывал мне отдыхающий мозг, но эта часть памяти была пуста – то ли заархивирована, то ли вообще отформатирована.""(важное)","""我就是在试着做这件事情：取回大脑放松时的记忆。不过我什么也取不到，要么是被加密了，或者就是被格式化了什么的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_004_семен.json,7AD6C35F4604160CECC893957FD4C1FD,"""Часы показывали 7 утра.""(важное)","""表上显示现在是7点钟。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_005_семен.json,8E84CC78412563FB495228A9FCB73174,"""Что-то сегодня я рано.""","""今天我好像起的挺早。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_006_семен.json,887D49A54122A840395BE6A1B6189F29,"Мысли - ""Что-то сегодня я рано.""""Ольга Дмитриевна ещё спала, плотно укутавшись в одеяло.""","内心 - ""今天我好像起的挺早。""""奥尔加·德米特里耶夫娜还在睡觉，紧紧的裹在被子里。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_007_семен.json,6E44E2464835E348EB54118BECC765A8,"""И как можно – летом, в такую жару...""","""裹得这么紧？在这样炎热的夏天？呃..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_008_семен.json,DDC17A06456B0FE3C60265827D826B00,"""Я встал, потянулся, подошёл к зеркалу и оглядел себя.""","""我起来伸了个懒腰，走到镜子前照照自己的模样。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_009_семен.json,312ECB0048FD4F42825F6CA2C3F0A384,"""Надо побриться.""","""我最好刮刮胡子。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_010_семен.json,00B988214B75A380AEE4CE849C3D09E5,"""Странное решение – раньше хватало и пары раз в месяц, а сейчас от моего внешнего вида как будто что-то зависело!""","""这主意很奇怪，过去一个月两次就行，现在似乎没有什么和我的长相有关。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_011_семен.json,651BAAC9481FA679A0F785A44DDB6BE7,"""Однако бритву я так и не нашёл.""","""反正我也找不到刮胡刀。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_012_семен.json,C1B51A1846756EB4811FE8ACC2534841,"""Хотя зачем – сейчас я выгляжу от силы лет на семнадцать.""","""而且在这种看起来最多17岁的情况下，我为什么需要刮啊？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_013_семен.json,C09260CB4F1517B24F35739515B92F83,"""Ладно...(важное)","""那么...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_014_семен.json,11090A6B4E68A05CFD0990A1980CB90E,"Завтрак – не раньше девяти, а это значит, что ещё полно времени.""(важное)","""9点之前还吃不上早饭，也就是说我还有充裕的时间。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_015_семен.json,0D3048E9442D628014C710980D704ED6,"""Которое можно потратить, например, на утренний моцион и гигиенические процедуры.""(важное)","""比如说我可以散散步，洗洗脸。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_016_семен.json,3D49125148C73106880DAD8B6EE34875,"""В этот раз вода не показалась такой леденяще обжигающей, как вчера.""(важное)","""水没有昨天那么冰了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_017_семен.json,49034B5C44025F5FC5DC9685B5548BE9,"""Напротив – приятная прохлада придала мне бодрости и помогла быстрее вернуться к реальности (если происходящее можно было считать таковой).""(важное)","""相反，冰冷的感觉可以让我清醒，回到现实（不过这些事情到底能不能叫做现实）""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_018_семен.json,6D2A9158458F38EA01523F988706FD26,"""Сегодня зубной порошок не казался таким уж анахронизмом, и у меня даже промелькнула мысль, что он не особо отличается от зубной пасты.(важное)","""牙粉用起来也没有多么落伍，我突然感觉它和牙膏其实没什么区别。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_019_семен.json,5C601BE342385BB6F0406B9C70318B60,"""Когда я вернулся в домик вожатой, Ольга Дмитриевна уже проснулась.""(важное)","""等我回到宿舍的时候，奥尔加·德米特里耶夫娜已经起来了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_020_семен.json,A02BE59F45434EE69FC1A28523CF091E,"""Она стояла перед зеркалом и расчёсывала волосы.""","""她正站在镜子前整理头发。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_021_ольга.json,353E95CC489B69762982FDBA6CF383EC,"Ольга Дмитриевна - ""Доброе утро, Семён!""","奥尔加·德米特里耶夫娜 - ""早上好，谢苗！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_022_семен.json,C9A0F50C4C92ED3D28EB95844460C0CF,"Семён - ""Доброе.""","谢苗 - ""好..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_023_семен.json,7A6B486E49CB2E957962BABA97C7B6AD,"""От недосыпа ещё немного гудела голова, и путались мысли, но я не жалел, что всё-таки вылез из кровати, а не остался, как обычно, досыпать дежурные пару-тройку часов.""","""因为缺乏睡眠，我的脑袋还在嗡嗡响，各种想法成了一团浆糊，不过我并没有后悔早起而不是像平常一样赖床。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_024_ольга.json,A3FFE9FC4F19360DFC25DBA4B818ABE8,"Ольга Дмитриевна - ""Что-то ты сегодня рано.""","奥尔加·德米特里耶夫娜 - ""你怎么起的那么早？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_025_семен.json,24F9E045414613E6CAE0AE87F5DFA3B8,"Семён - ""Так получилось…""","谢苗 - ""我也不知道..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_026_ольга.json,77440E394F8DE4E602C080AA1DB9A9F0,"Ольга Дмитриевна - ""Опять ты без галстука, давай я…""","奥尔加·德米特里耶夫娜 - ""又没有带红领巾，让我帮你..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_027_семен.json,3A65EB4D475BA91AC5CDABA5CB863B89,"Семён - ""Да я сам, ничего страшного… когда на завтрак пойду.""","谢苗 - ""我自己来吧，又不是什么大事...去食堂的路上就解决了。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_028_ольга.json,529E0A7846E5E6767706328DBF0E0983,"Ольга Дмитриевна - ""Нет уж, давай сейчас!","奥尔加·德米特里耶夫娜 - ""我可不这么认为！现在就做！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_029_ольга.json,3B6D41FD45E5E1F941E505B982FCCA0C,"Ольга Дмитриевна - ""До завтрака у нас ещё линейка, не забывай!""","奥尔加·德米特里耶夫娜 - ""你忘了早饭之前要站队集合了吗？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_030_семен.json,269C0D3F49E87D225E4C888EB70093EB,"""Забудешь тут!""","""我怎么可能忘掉！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_031_семен.json,43AF185A4053B882A3B157AAD5DB4391,"Семён - ""А что сегодня на линейке на этой будет?""","谢苗 - ""那么今天集合的时候要讲什么内容呢？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_032_ольга.json,784C0568490C0A96FAC0D39B2DA7E016,"Ольга Дмитриевна - ""Я расскажу о плане на день.""","奥尔加·德米特里耶夫娜 - ""我们要讨论今天的日程。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_033_семен.json,7C3B94E247321FEB1652E1B6FB6A9F97,"Семён - ""И каков план?""","谢苗 - ""所以说日程是什么？"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_034_семен.json,A5AF989E439A6BC39E6BFAA271195C17,"""По правде говоря, мне было абсолютно наплевать, чем наша доблестная вожатая собирается занять наш бравый пионеротряд на ближайшие 12-15 часов.","""说实话，我不在乎勇敢的少先队员们有什么任务，"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_035_семен.json,95FAD0F64DF32A79C70AFBA9776806AF,"Меня интересовали лишь места большого скопления живой силы противника – чтобы обходить их подальше.""","""我在乎的是我们伟大的指导员要带领少先队员们去哪里。也许我可以设法避开敌军..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_036_ольга.json,382D6A33428D93761029378D11EF632B,"Ольга Дмитриевна - ""А это ты узнаешь на линейке!""","奥尔加·德米特里耶夫娜 - ""你集合的时候就会明白了！"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_037_семен.json,DE8B62EA4E8BDA049A18A7A9CFF48B59,"""Она хитро улыбнулась.""","""她对我狡猾的一笑。"""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_038_семен.json,89E714C44F774317342AE8840628F126,"Семён - ""Ольга Дмитриевна, знаете, у меня что-то живот разболелся – мне бы…""","谢苗 - ""奥尔加·德米特里耶夫娜，我的胃不太舒服，我还是..."""
Everlasting_summer\Content\main\звуки\озвучка_3_день\01_утро\д3_039_семен.json,BC553E7A4AF4AA035CDDFA8D954E3088,"Семён - ""Ну, вы понимаете…""","谢苗 - ""呃，这个你懂的..."""
